Brand,Price,Height,Width,Depth,Style,Capacity
Summit,"$1,779.00","Height: 32""","Width: 23.38""","Depth: 24.63""",Style: Drawer,Total Capacity: 4.8 cu. ft.
U-Line,$599.00,"Height: 33.5625""","Width: 23.625""","Depth: 23.4375""",Style: All Refrigerator,Total Capacity: 4.9 cu. ft.
Summit,"$2,179.00","Height: 34""","Width: 23.75""","Depth: 25.38""",Style: Drawer,Total Capacity: 4.94 cu. ft.
Summit,"$2,449.00","Height: 34""","Width: 23.75""","Depth: 25.38""",Style: Drawer,Total Capacity: 4.94 cu. ft.
Summit,$999.00,"Height: 32""","Width: 23.63""","Depth: 24.63""",Style: All Refrigerator,Total Capacity: 5 cu. ft.
Brand,"$2,949.00","Height: 34.25""","Width: 23.875""","Depth: 24""",Style: Drawer,Total Capacity: 5 cu. ft.
Summit,$819.00,"Height: 33""","Width: 19""","Depth: 19""",Style: All Refrigerator,Total Capacity: 5.1 cu. ft.
Summit,"$1,099.00","Height: 32.38""","Width: 23.63""","Depth: 23.5""",Style: Full Width Freezer Compartment,Total Capacity: 5.1 cu. ft.
AccuCold,$589.00,"Height: 33.25""","Width: 23.5""","Depth: 24.5""",Style: Full Width Freezer Compartment,Total Capacity: 5.1 cu. ft.
Summit,$639.00,"Height: 32.63""","Width: 23.63""","Depth: 24.63""",Style: Full Width Freezer Compartment,Total Capacity: 5.1 cu. ft.
Summerset Grills,"$1,569.99","Height: 34""","Width: 23.6""","Depth: 23.6""",Style: All Refrigerator,Total Capacity: 5.3 cu. ft.
Summit,"$1,359.00","Height: 34""","Width: 29.5""","Depth: 25.38""",Style: Side-by-Side,Total Capacity: 5.4 cu. ft.
Summit,"$1,999.00","Height: 34""","Width: 29.5""","Depth: 25.5""",Style: Side-by-Side,Total Capacity: 5.4 cu. ft.
Summit,$999.00,"Height: 33.5""","Width: 23.63""","Depth: 23.5""",Style: All Refrigerator,Total Capacity: 5.5 cu. ft.
Summit,$999.00,"Height: 32.25""","Width: 23.63""","Depth: 23""",Style: All Refrigerator,Total Capacity: 5.5 cu. ft.
Summit,$999.00,"Height: 32.25""","Width: 23.63""","Depth: 23""",Style: All Refrigerator,Total Capacity: 5.5 cu. ft.
Summit,"$1,069.00","Height: 32.25""","Width: 23.63""","Depth: 23""",Style: All Refrigerator,Total Capacity: 5.5 cu. ft.
Summit,$929.00,"Height: 33.25""","Width: 23.63""","Depth: 23""",Style: All Refrigerator,Total Capacity: 5.5 cu. ft.
Summit,$589.00,"Height: 32.63""","Width: 23.63""","Depth: 24.63""",Style: All Refrigerator,Total Capacity: 5.5 cu. ft.
Summit,"$1,529.00","Height: 32.25""","Width: 23.75""","Depth: 27.5""",Style: All Refrigerator,Total Capacity: 5.5 cu. ft.
Summit,"$1,249.00","Height: 33.25""","Width: 23.63""","Depth: 23.5""",Style: Full Width Freezer Compartment,Total Capacity: 5.5 cu. ft.
Avanti,$479.00,"Height: 33.5""","Width: 31""","Depth: 23""",Style: Side-by-Side,Total Capacity: 5.5 cu. ft.
AccuCold,"$1,049.00","Height: 32.5""","Width: 23.38""","Depth: 26.13""",Style: All Refrigerator,Total Capacity: 6 cu. ft.
Summit,$489.00,"Height: 56.63""","Width: 21.5""","Depth: 21.75""",Style: Top Freezer,Total Capacity: 7.1 cu. ft.
Summit,$469.00,"Height: 56.63""","Width: 21.5""","Depth: 21.75""",Style: Top Freezer,Total Capacity: 7.1 cu. ft.
Avanti,$419.00,"Height: 55.75""","Width: 21.75""","Depth: 23.5""",Style: Top Freezer,Total Capacity: 7.4 cu. ft.
AccuCold,"$2,199.00","Height: 50""","Width: 23.38""","Depth: 24.38""",Style: All Refrigerator,Total Capacity: 8 cu. ft.
AccuCold,"$1,299.00","Height: 50""","Width: 23.38""","Depth: 26.13""",Style: All Refrigerator,Total Capacity: 8 cu. ft.
Brand,"$1,849.00","Height: 69.875""","Width: 21.875""","Depth: 21.625""",Style: Bottom Freezer,Total Capacity: 8.4 cu. ft.
Blomberg,"$1,599.00","Height: 71.5""","Width: 21.9375""","Depth: 21.625""",Style: Bottom Freezer,Total Capacity: 8.4 cu. ft.
Summit,$599.00,"Height: 65.75""","Width: 22""","Depth: 26""",Style: Top Freezer,Total Capacity: 8.77 cu. ft.
Summit,$919.00,"Height: 65.75""","Width: 22""","Depth: 26""",Style: Top Freezer,Total Capacity: 8.77 cu. ft.
Summit,$519.00,"Height: 65.75""","Width: 22""","Depth: 26""",Style: Top Freezer,Total Capacity: 8.77 cu. ft.
Summit,$529.00,"Height: 67.13""","Width: 21.25""","Depth: 23.25""",Style: Top Freezer,Total Capacity: 8.9 cu. ft.
Danby,$629.00,"Height: 59.8125""","Width: 23.8125""","Depth: 26.4375""",Style: Bottom Freezer,Total Capacity: 9.2 Cu. Ft.
Liebherr,"$2,799.00","Height: 70.375""","Width: 22""","Depth: 21.4375""",Style: Bottom Freezer,Total Capacity: 9.3 cu. ft.
Summit,$629.00,"Height: 59.38""","Width: 24""","Depth: 26.25""",Style: Top Freezer,Total Capacity: 9.9 cu. ft.
Chambers,"$1,399.00","Height: 59.4""","Width: 24.02""","Depth: 27.64""",Style: Top Freezer,Total Capacity: 9.9 cu. ft.
Summit,$699.90,"Height: 59.88""","Width: 24""","Depth: 26.25""",Style: Top Freezer,Total Capacity: 9.9 cu.ft.
